"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2291T1370871Y","2022-06-20","2022-06-20","2022-06-15","DPE 2006 tertiaire et ERP",,"2032-06-19",2.1,,"dpe tertiaire facture",,,"E","D",525.1,58.3,1940,,"avant 1948","locaux d'entreprise (bureaux)",500,,62,,"Bouilloux Lafond","Étampes","91223","4","91223_0510_00004","4 Avenue Bouilloux Lafond 91150 Étampes","91150",0.87,"Avenue Bouilloux Lafond",637306.49,6814877.55,91150,,"Bâtiment",,,,"adresse géocodée ban à l'adresse","ÉTAMPES","91","11",8278,19039.4,"Électricité","périmètre de l'usage inconnu",1351.7,2021,8191,18839.3,"Électricité","périmètre de l'usage inconnu",1337.5,2022,15007,15007,"Gaz naturel","périmètre de l'usage inconnu",1323,2022
"2276T0696198K","2022-04-04","2022-04-04","2022-04-04","DPE 2006 tertiaire et ERP",,"2032-04-03",2.1,,"dpe tertiaire facture",,,"D","B",206.6,5.7,1947,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",0,44.8,100,,"154 Rue Saint Hilaire","Rouen","76540","154","76540_7340_00154","154 Rue Saint Hilaire 76000 Rouen","76000",0.77,"Rue Saint Hilaire",562647.53,6928660.03,76000,0,,,,"Local commercial, Rdc.","adresse géocodée ban à l'adresse","ROUEN, France","76","28",4427.3,10182.9,"Électricité","Eclairage",1284,2021,,,,,,,,,,,,
"2160T0956250T","2021-12-20","2021-12-20","2021-12-20","DPE 2006 tertiaire et ERP",,"2031-12-19",2,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1978,"5ème Catégorie","1978-1982","locaux d'entreprise (bureaux)",0,59.3,100,,"684 Rue du Chevalleret","Pontpoint","60508","684","60508_0085_00684","684 Rue du Chevalleret 60700 Pontpoint","60700",0.49,"Rue du Chevalleret",675752.44,6912922.2,60700,0,,,,,"adresse géocodée ban à l'adresse","PONTPOINT","60","32",,,,,,,,,,,,,,,,,,
"2175T0432524A","2021-10-04","2021-10-04","2021-09-28","DPE 2006 tertiaire et ERP",,"2031-10-03",1,,"dpe tertiaire vierge",,,"A","A",0.1,0.1,1947,"5ème Catégorie","avant 1948","M : Magasins de vente, centres commerciaux",,72,100,,"57 Rue Popincourt","Paris","75111","57","75111_7626_00057","57 Rue Popincourt 75011 Paris","75011",0.75,"Rue Popincourt",654184.51,6862400.29,75011,0,,,,"RDC & Sous-sol","adresse géocodée ban à l'adresse","Paris, France","75","11",0.1,0.1,"Électricité","périmètre de l'usage inconnu",0.1,0,,,,,,,,,,,,
"2242T2674506W","2022-11-11","2022-11-10","2022-11-10","DPE 2006 tertiaire et ERP",,"2032-11-09",2.2,,"dpe tertiaire facture",,,"D","B",220,6,2010,,"2006-2012","M : Magasins de vente, centres commerciaux",1,90,101.2,,"13 Place du Forez","Andrézieux-Bouthéon","42005","13","42005_1080_00013","13 Place du Forez 42160 Andrézieux-Bouthéon","42160",0.96,"Place du Forez",798136.32,6492445.86,42160,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","ANDRÉZIEUX-BOUTHÉON","42","84",9667,22233,"Électricité","Eau Chaude sanitaire",1615,2022,9667,22233,"Électricité","Eau Chaude sanitaire",1615,2021,9667,22233,"Électricité","Eau Chaude sanitaire",1615,2020
"2318T0680865M","2023-03-01","2023-03-01","2023-03-01","DPE 2006 tertiaire et ERP",,"2033-02-28",2.2,,"dpe tertiaire facture",,,"G","C",555.4,15.5,,"5ème Catégorie","1948-1974","N : Restaurants et débits de boisson",0,62.5,100,,"4 route de la Chevaise","Vailly-sur-Sauldre","18269",,"18269_v54t2d","Route de Chevaise 18260 Vailly-sur-Sauldre","18260",0.3,"Route de Chevaise",673635.33,6706473.51,18260,0,,"010323/9599",,,"adresse géocodée ban à l'adresse","VAILLY SUR SAULDRE","18","24",16610,38203,"Électricité","périmètre de l'usage inconnu",2832,2023,,,,,,,,,,,,
"2273T1540401Q","2022-07-06","2022-07-06","2022-06-22","DPE 2006 tertiaire et ERP","2273T1398451A","2032-07-05",2.1,,"dpe tertiaire facture",,,"C","C",144.5,13,,"5ème Catégorie","2006-2012","autres tertiaires non ERP",0,1299.3,100,,"Chemin du Gas, Parc d'Activité la Dent du Chat","Voglans","73329",,"73329_0032","Rue de la Dent du Chat 73420 Voglans","73420",0.4,,925201.42,6507039.57,73420,0,,"SER/22/06/CHBY/0781",,,"adresse géocodée ban à l'adresse","VOGLANS","73","84",61899,142367.7,"Électricité","périmètre de l'usage inconnu",17955,2022,64174.8,64174.8,"Gaz naturel","périmètre de l'usage inconnu",18617,2022,,,,,,
"2324T0482088L","2023-02-14","2023-02-14","2023-01-31","DPE 2006 tertiaire et ERP",,"2033-02-13",2.2,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","2006-2012","R : Établissements d’éveil, d’enseignement, de formation, centres de vacances, centres de loisirs sans hébergement",0,111,100,,"Bâtiment Salle d'Activité
Centre de vacances LE DOMAINE DE PELVEZY
Lieu dit Le Tournon","Saint-Geniès","24412",,"24412_kbvbdl","Route du Château de Pelvezy 24590 Saint-Geniès","24590",0.39,"Route du Château de Pelvezy",560969.52,6431772.08,24590,0,,"23/IMMO/57492",,,"adresse géocodée ban à l'adresse","ST GENIES","24","75",,,,,,,,,,,,,,,,,,
"2255T0490475E","2022-03-11","2022-03-11","2022-03-07","DPE 2006 tertiaire et ERP",,"2032-03-10",2.1,,"dpe tertiaire vierge",,,,,,,1949,,"1948-1974","autres tertiaires non ERP",500,,379.7,,"de la Liberation","Revigny-sur-Ornain","55427","26","55427_0300_00026","26 Rue de la Liberation 55800 Revigny-sur-Ornain","55800",0.96,"Rue de la Liberation",845571.52,6860941.36,55800,,,,,,"adresse géocodée ban à l'adresse","REVIGNY-SUR-ORNAIN","55","44",,,,,,,,,,,,,,,,,,
"2336T1205928X","2023-04-12","2023-04-12","2023-04-04","DPE 2006 tertiaire et ERP",,"2033-04-11",2.2,,"dpe tertiaire vierge",,,,,,,2004,"5ème Catégorie","2001-2005","autres tertiaires non ERP",0,305,100,,"21 Rue de la Touche","Chaillac","36035","21","36035_0121_00021","21 Rue de la Touche 36310 Chaillac","36310",0.43,"Rue de la Touche",568829.5,6594330.28,36310,0,,"2023-04-03-1AB",,,"adresse géocodée ban à l'adresse","CHAILLAC","36","24",,,,,,,,,,,,,,,,,,
"2169T0587073Z","2021-10-28","2021-10-28","2021-10-28","DPE 2006 tertiaire et ERP",,"2031-10-27",1.1,,"dpe tertiaire facture",,,"E","B",347.2,9.7,1948,"5ème Catégorie","1948-1974","U : Établissements de soins",2,61,100,,"1 rue Louis Ducroise","Villeurbanne","69266","1","69266_2500_00001","1 Rue Louis Ducroize 69100 Villeurbanne","69100",0.7,"Rue Louis Ducroize",847322.1,6519560.95,69100,0,,,,"RDC","adresse géocodée ban à l'adresse","VILLEURBANNE","69","84",10125,23287.5,"Électricité","périmètre de l'usage inconnu",1800,,,,,,,,,,,,,
"2259T0631612R","2022-03-28","2022-03-28","2022-03-24","DPE 2006 tertiaire et ERP",,"2032-03-27",2.1,,"dpe tertiaire vierge",,,,,,,1988,"5ème Catégorie","1983-1988","J : Structures d’accueil pour personnes âgées ou personnes handicapées",300,39.9,100,,"Place du Marche aux Toiles","Armentières","59017",,"59017_1390","Place du Marche aux Toiles 59280 Armentières","59280",0.53,,691690.8,7065714.33,59280,0,,,,,"adresse géocodée ban à l'adresse","ARMENTIÈRES","59","32",,,,,,,,,,,,,,,,,,
"2324T1020165S","2023-03-27","2023-03-27","2023-03-27","DPE 2006 tertiaire et ERP",,"2033-03-26",2.2,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,2005,,"2001-2005","U : Établissements de soins",2,95,95,,"D660 , 132 ROUTE DE LA VALLEE","Beaumontois en Périgord","24028","132","24028_y8vo24_00132","132 Route de la Vallée 24440 Beaumontois en Périgord","24440",0.64,"Route de la Vallée",523256.32,6411199.02,24440,,,,,,"adresse non géocodée ban car aucune correspondance trouvée","BEAUMONT DU PERIGORD","24","75",,,,,,,,,,,,,,,,,,
"2327T0450989L","2023-02-10","2023-02-10","2023-02-10","DPE 2006 tertiaire et ERP",,"2033-02-09",2.2,"2327T0450985H","dpe tertiaire bâtiment neuf",,,"D","B",256,8,2023,"1ère Catégorie","après 2021","autres tertiaires non ERP",1,722,722,"Électricité","ZAC NORMANDIE PARC","Douains","27203",,"27203_0061","ZAC Normandie Parc 27120 Douains","27120",0.77,"ZAC Normandie Parc",584998.48,6886192.41,27120,,,,,"1-Etablissement 15-4-Boutique 52","adresse non géocodée ban car aucune correspondance trouvée","DOUAINS","27","28",37645.1,692.7,"Électricité","Eclairage",6055,,37645.1,692.7,"Électricité","Eclairage",6055,,15607,287.2,"Électricité","Refroidissement",2510,
